console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
MegaDrive,Genesis,FIFA Soccer '96,Sports,,False,MegaDrive,MegaDrive,"FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es,It,Sv).md",,_Waian's Picks/_Top Games by Category/_Sports/FIFA Soccer '96 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/FIFA Soccer '96.mgl,_Waian's Picks/_All Games by Console/_Genesis/FIFA Soccer '96.mgl,a7fcfe478b368d7d33bcbca65245f5faed9a1e07,
MegaDrive,Genesis,Flashback: The Quest for Identity,Action Adventure,,False,MegaDrive,MegaDrive,"Flashback (Europe) (En,Fr).md",,_Waian's Picks/_Top Games by Category/_Action Adventure/Flashback The Quest for Identity (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Flashback The Quest for Identity.mgl,_Waian's Picks/_All Games by Console/_Genesis/Flashback The Quest for Identity.mgl,e9508e7d178d5a6de6a4a78032d97837f37db560,
MegaDrive,Genesis,MUSHA,Pick-up-N-Play,,False,MegaDrive,MegaDrive,MUSHA - Metallic Uniframe Super Hybrid Armor (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/MUSHA (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/MUSHA.mgl,_Waian's Picks/_All Games by Console/_Genesis/MUSHA.mgl,821eea5d357f26710a4e2430a2f349a80df5f2f6,
MegaDrive,Genesis,OutRun,Racing,,False,MegaDrive,MegaDrive,OutRun 2019 (USA).md,,_Waian's Picks/_Top Games by Category/_Racing/OutRun (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/OutRun.mgl,_Waian's Picks/_All Games by Console/_Genesis/OutRun.mgl,d4a9f1992d69d849f7d4d770a1f4f665a5352c78,
MegaDrive,Genesis,QuackShot Starring Donald Duck,2D Platformer,,False,MegaDrive,MegaDrive,QuackShot Starring Donald Duck ~ QuackShot - Guruzia Ou no Hihou (World) (v1.1).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/QuackShot Starring Donald Duck (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/QuackShot Starring Donald Duck.mgl,_Waian's Picks/_All Games by Console/_Genesis/QuackShot Starring Donald Duck.mgl,7b1bd16fb817cc5e2af238cebe8521aaca8f6195,
MegaDrive,Genesis,Sensible Soccer,Sports,,False,MegaDrive,MegaDrive,"Sensible Soccer - International Edition (Europe) (En,Fr,De,It).md",,_Waian's Picks/_Top Games by Category/_Sports/Sensible Soccer (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Sensible Soccer.mgl,_Waian's Picks/_All Games by Console/_Genesis/Sensible Soccer.mgl,b88833ba92e084d4433e2b22eeb67e71ed36cd5c,
MegaDrive,Genesis,Warsong / Langrisser,Strategy,,False,MegaDrive,MegaDrive,Warsong (USA).md,,_Waian's Picks/_Top Games by Category/_Strategy/Warsong Langrisser (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Warsong Langrisser.mgl,_Waian's Picks/_All Games by Console/_Genesis/Warsong Langrisser.mgl,9b13a85f39b3f4cc31f54077df29bbe812405a08,
MegaDrive,Genesis,Viewpoint,Arcade Shooters,,False,MegaDrive,MegaDrive,Viewpoint (USA).md,,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Viewpoint (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Viewpoint.mgl,_Waian's Picks/_All Games by Console/_Genesis/Viewpoint.mgl,f25f770464448da4e49eab3832100ba480c9844a,
MegaDrive,Genesis,Exile,JRPG,,False,MegaDrive,MegaDrive,Exile (USA).md,,_Waian's Picks/_Top Games by Category/_JRPG/Exile (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Exile.mgl,_Waian's Picks/_All Games by Console/_Genesis/Exile.mgl,28377e9a68c2dcdfdb4133c2eb0b634aec552958,
MegaDrive,Genesis,Forgotten Worlds,Arcade Shooters,,False,MegaDrive,MegaDrive,Forgotten Worlds (World) (v1.1).md,,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Forgotten Worlds (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Forgotten Worlds.mgl,_Waian's Picks/_All Games by Console/_Genesis/Forgotten Worlds.mgl,79aadecc1069f47a2a8b4a0a1d55712d4f9cb8ef,
MegaDrive,Genesis,It Came from the Desert,Action Adventure,,False,MegaDrive,MegaDrive,It Came from the Desert (USA).md,,_Waian's Picks/_Top Games by Category/_Action Adventure/It Came from the Desert (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/It Came from the Desert.mgl,_Waian's Picks/_All Games by Console/_Genesis/It Came from the Desert.mgl,245816c9744552856fc2745253db7b37ce9d9251,
MegaDrive,Genesis,Shadow of the Beast,2D Action Scroller,,False,MegaDrive,MegaDrive,"Shadow of the Beast (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Shadow of the Beast (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Shadow of the Beast.mgl,_Waian's Picks/_All Games by Console/_Genesis/Shadow of the Beast.mgl,2f6f5165d3aa40213c8020149d5e4b29f86dfba8,
MegaDrive,Genesis,Aladdin,2D Platformer,,False,MegaDrive,MegaDrive,Aladdin (USA) (Final Cut).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Aladdin (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Aladdin.mgl,_Waian's Picks/_All Games by Console/_Genesis/Aladdin.mgl,7398bd6dc7aed3f1d819f70360593fe50491dac8,
MegaDrive,Genesis,Alien Soldier,2D Action Scroller,,False,MegaDrive,MegaDrive,Alien Soldier (Europe).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Alien Soldier (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Alien Soldier.mgl,_Waian's Picks/_All Games by Console/_Genesis/Alien Soldier.mgl,fa141778bd6540775194d77318f27d2a934e1ac1,
MegaDrive,Genesis,Beyond Oasis,Adventure RPG,,False,MegaDrive,MegaDrive,Beyond Oasis (USA).md,,_Waian's Picks/_Top Games by Category/_Adventure RPG/Beyond Oasis (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Beyond Oasis.mgl,_Waian's Picks/_All Games by Console/_Genesis/Beyond Oasis.mgl,2944910c07c02eace98c17d78d07bef7859d386a,
MegaDrive,Genesis,Bio Hazard Battle,Arcade Shooters,,False,MegaDrive,MegaDrive,"Bio Hazard Battle (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Bio Hazard Battle (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Bio Hazard Battle.mgl,_Waian's Picks/_All Games by Console/_Genesis/Bio Hazard Battle.mgl,dca9d505302ce9ff1f98c4da95505139c7d3cafc,
MegaDrive,Genesis,Castle of Illusion Starring Mickey Mouse,2D Platformer,,False,MegaDrive,MegaDrive,"Castle of Illusion Starring Mickey Mouse (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Castle of Illusion Starring Mickey Mouse (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Castle of Illusion Starring Mickey Mouse.mgl,_Waian's Picks/_All Games by Console/_Genesis/Castle of Illusion Starring Mickey Mouse.mgl,4ac3687634a5acc55ac7f156c6de9749158713e4,
MegaDrive,Genesis,Castlevania: Bloodlines,2D Action Scroller,,False,MegaDrive,MegaDrive,Castlevania - Bloodlines (USA).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Castlevania Bloodlines (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Castlevania Bloodlines.mgl,_Waian's Picks/_All Games by Console/_Genesis/Castlevania Bloodlines.mgl,4809cf80ced70e77bc7479bb652a9d9fe22ce7e6,
MegaDrive,Genesis,Comix Zone,Brawlers,,False,MegaDrive,MegaDrive,Comix Zone (USA).md,,_Waian's Picks/_Top Games by Category/_Brawlers/Comix Zone (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Comix Zone.mgl,_Waian's Picks/_All Games by Console/_Genesis/Comix Zone.mgl,e8747eefdf61172be9da8787ba5be447ec73180f,
MegaDrive,Genesis,Crusader of Centy,Racing,,False,MegaDrive,MegaDrive,Crusader of Centy (USA).md,,_Waian's Picks/_Top Games by Category/_Racing/Crusader of Centy (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Crusader of Centy.mgl,_Waian's Picks/_All Games by Console/_Genesis/Crusader of Centy.mgl,bf2e8d122f4670865bedbc305ef991ee5f52d647,
MegaDrive,Genesis,Dr. Robotnik's Mean Bean Machine,Pick-up-N-Play,,True,MegaDrive,MegaDrive,Dr. Robotnik's Mean Bean Machine (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Dr. Robotnik's Mean Bean Machine (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Dr. Robotnik's Mean Bean Machine.mgl,_Waian's Picks/_Top Games by Console/_Genesis/Dr. Robotnik's Mean Bean Machine.mgl,_Waian's Picks/_All Games by Console/_Genesis/Dr. Robotnik's Mean Bean Machine.mgl,aa6b60103fa92bc95fcc824bf1675e411627c8d3,
MegaDrive,Genesis,Dynamite Headdy,2D Platformer,,False,MegaDrive,MegaDrive,"Dynamite Headdy (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Dynamite Headdy (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Dynamite Headdy.mgl,_Waian's Picks/_All Games by Console/_Genesis/Dynamite Headdy.mgl,e843decdff262791b1237f1545f5b17c56712d5f,
MegaDrive,Genesis,Earthworm Jim,2D Platformer,,False,MegaDrive,MegaDrive,Earthworm Jim (USA).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Earthworm Jim (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Earthworm Jim.mgl,_Waian's Picks/_All Games by Console/_Genesis/Earthworm Jim.mgl,a544211d1ebab1f096f6e72a0d724f74f9ddbce8,
MegaDrive,Genesis,Ecco: The Tides of Time,3D Adventure,,False,MegaDrive,MegaDrive,Ecco - The Tides of Time (USA).md,,_Waian's Picks/_Top Games by Category/_3D Adventure/Ecco The Tides of Time (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Ecco The Tides of Time.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ecco The Tides of Time.mgl,82ec466a81b95942ad849c5e2f88781bef28acc8,
MegaDrive,Genesis,Eliminate Down,Arcade Shooters,,False,MegaDrive,MegaDrive,Eliminate Down (World) (Retro-Bit).md,,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Eliminate Down (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Eliminate Down.mgl,_Waian's Picks/_All Games by Console/_Genesis/Eliminate Down.mgl,3744149369097d7f0f0592f21f4f74faca489f38,
MegaDrive,Genesis,Eternal Champions,Fighting,,False,MegaDrive,MegaDrive,Eternal Champions (USA).md,,_Waian's Picks/_Top Games by Category/_Fighting/Eternal Champions (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Eternal Champions.mgl,_Waian's Picks/_All Games by Console/_Genesis/Eternal Champions.mgl,5e978217c10b679a42d7d2966a4ccb77e1715962,
MegaDrive,Genesis,Gaiares,Arcade Shooters,,False,MegaDrive,MegaDrive,"Gaiares (Japan, USA).md",,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Gaiares (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Gaiares.mgl,_Waian's Picks/_All Games by Console/_Genesis/Gaiares.mgl,f62e8be872dc116c4cc331c50ae63a63f013eb58,
MegaDrive,Genesis,Landstalker,Action Adventure,,False,MegaDrive,MegaDrive,Landstalker (USA).md,,_Waian's Picks/_Top Games by Category/_Action Adventure/Landstalker (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Landstalker.mgl,_Waian's Picks/_All Games by Console/_Genesis/Landstalker.mgl,24345e29427b000b90df778965dd8834300a9dde,
MegaDrive,Genesis,Lemmings,Pick-up-N-Play,,False,MegaDrive,MegaDrive,Lemmings (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Lemmings (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Lemmings.mgl,_Waian's Picks/_All Games by Console/_Genesis/Lemmings.mgl,61d468378c06a3d1044a8e11255294b46d0c094d,
MegaDrive,Genesis,Monster World IV,2D Platformer,,False,MegaDrive,MegaDrive,"Monster World IV (USA) (En,Ja) (Genesis Mini).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Monster World IV (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Monster World IV.mgl,_Waian's Picks/_All Games by Console/_Genesis/Monster World IV.mgl,7896311b5ccb3cef49d73a0a91f5b4566d6cc92d,
MegaDrive,Genesis,Mutant League Football,Sports,,False,MegaDrive,MegaDrive,"Mutant League Football (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Sports/Mutant League Football (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Mutant League Football.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mutant League Football.mgl,6f8638a1c56229ddcb71c9da9f652b49c2978f44,
MegaDrive,Genesis,NHL '94,Sports,,False,MegaDrive,MegaDrive,"NHL '94 (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Sports/NHL '94 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/NHL '94.mgl,_Waian's Picks/_All Games by Console/_Genesis/NHL '94.mgl,7b1489ab501258133bf03e5f0892b77d04312580,
MegaDrive,Genesis,Phantasy Star II,JRPG,,False,MegaDrive,MegaDrive,"Phantasy Star II (USA, Europe) (v1.2).md",,_Waian's Picks/_Top Games by Category/_JRPG/Phantasy Star II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Phantasy Star II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Phantasy Star II.mgl,0711080e968490a6b8c5fafbb9db3e62ba597231,
MegaDrive,Genesis,Phantasy Star IV,JRPG,,False,MegaDrive,MegaDrive,Phantasy Star IV (USA).md,,_Waian's Picks/_Top Games by Category/_JRPG/Phantasy Star IV (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Phantasy Star IV.mgl,_Waian's Picks/_All Games by Console/_Genesis/Phantasy Star IV.mgl,bc7ff6d6a8408f38562bc610f24645cad6c42629,
MegaDrive,Genesis,Pulseman,Pick-up-N-Play,,False,MegaDrive,MegaDrive,Pulseman (Japan).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Pulseman (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Pulseman.mgl,_Waian's Picks/_All Games by Console/_Genesis/Pulseman.mgl,5fd76a5f80e4684b5f9d445ddb893679985684e6,
MegaDrive,Genesis,Ranger-X,2D Action Scroller,,False,MegaDrive,MegaDrive,Ranger-X (USA).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Ranger-X (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Ranger-X.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ranger-X.mgl,2611c818ecb53edc7d561fce1a349acad6abff4a,
MegaDrive,Genesis,Ristar,2D Platformer,,False,MegaDrive,MegaDrive,"Ristar (USA, Europe) (September 1994).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Ristar (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Ristar.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ristar.mgl,1d15ff596dd4f3b2c1212a2e0c6e2b72f62c001e,
MegaDrive,Genesis,Road Rash 3,Pick-up-N-Play,,False,MegaDrive,MegaDrive,"Road Rash 3 (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Road Rash 3 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Road Rash 3.mgl,_Waian's Picks/_All Games by Console/_Genesis/Road Rash 3.mgl,b2324833bf81223a9626a6060cafc203dd203468,
MegaDrive,Genesis,Road Rash II,Pick-up-N-Play,,False,MegaDrive,MegaDrive,"Road Rash II (USA, Europe) (v1.2).md",,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Road Rash II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Road Rash II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Road Rash II.mgl,9afea43ed627671b50dd4a2abdd043b235414b91,
MegaDrive,Genesis,RoboCop versus The Terminator,Pick-up-N-Play,,False,MegaDrive,MegaDrive,RoboCop Versus The Terminator (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/RoboCop versus The Terminator (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/RoboCop versus The Terminator.mgl,_Waian's Picks/_All Games by Console/_Genesis/RoboCop versus The Terminator.mgl,b67b708006145406f2a8dacb237517ededec359a,
MegaDrive,Genesis,Rocket Knight Adventures,2D Platformer,,False,MegaDrive,MegaDrive,Rocket Knight Adventures (USA).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Rocket Knight Adventures (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Rocket Knight Adventures.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rocket Knight Adventures.mgl,49634bb09c38fa03549577f977e6afb6cebaac48,
MegaDrive,Genesis,Shining Force,Strategy,,False,MegaDrive,MegaDrive,Shining Force (USA).md,,_Waian's Picks/_Top Games by Category/_Strategy/Shining Force (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Shining Force.mgl,_Waian's Picks/_All Games by Console/_Genesis/Shining Force.mgl,7cbb3ed31c982750d70a273b9561a9e1b2c04eea,
MegaDrive,Genesis,Shining Force II,Strategy,,False,MegaDrive,MegaDrive,Shining Force II (USA).md,,_Waian's Picks/_Top Games by Category/_Strategy/Shining Force II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Shining Force II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Shining Force II.mgl,22defc2e8e6c1dbb20421b906796538725b3d893,
MegaDrive,Genesis,Sonic Spinball,Pick-up-N-Play,,False,MegaDrive,MegaDrive,Sonic Spinball (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Sonic Spinball (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Sonic Spinball.mgl,_Waian's Picks/_All Games by Console/_Genesis/Sonic Spinball.mgl,24bf6342b98c09775089c9f39cfb2f6fbe7806f7,
MegaDrive,Genesis,Sonic the Hedgehog,2D Platformer,,False,MegaDrive,MegaDrive,"Sonic the Hedgehog (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Sonic the Hedgehog (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Sonic the Hedgehog.mgl,_Waian's Picks/_All Games by Console/_Genesis/Sonic the Hedgehog.mgl,6ddb7de1e17e7f6cdb88927bd906352030daa194,
MegaDrive,Genesis,Sonic the Hedgehog 2,2D Platformer,,False,MegaDrive,MegaDrive,Sonic the Hedgehog 2 (World) (Rev A).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Sonic the Hedgehog 2 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Sonic the Hedgehog 2.mgl,_Waian's Picks/_All Games by Console/_Genesis/Sonic the Hedgehog 2.mgl,8bca5dcef1af3e00098666fd892dc1c2a76333f9,
MegaDrive,Genesis,Space Harrier II,Rail Shooters,,False,MegaDrive,MegaDrive,Space Harrier II (World).md,,_Waian's Picks/_Top Games by Category/_Rail Shooters/Space Harrier II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Space Harrier II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Space Harrier II.mgl,db4285e4ffb69aa9f1ca68c4103fbfd0843f7b86,
MegaDrive,Genesis,Splatterhouse 2,2D Platformer,,False,MegaDrive,MegaDrive,Splatterhouse 2 (USA).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Splatterhouse 2 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Splatterhouse 2.mgl,_Waian's Picks/_All Games by Console/_Genesis/Splatterhouse 2.mgl,59ec19ec442989d2738c055b9290661661d13f8f,
MegaDrive,Genesis,Splatterhouse 3,2D Platformer,,False,MegaDrive,MegaDrive,Splatterhouse 3 (USA).md,,_Waian's Picks/_Top Games by Category/_2D Platformer/Splatterhouse 3 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Splatterhouse 3.mgl,_Waian's Picks/_All Games by Console/_Genesis/Splatterhouse 3.mgl,7f29f00ec724e20cb93907f1e33ac4af16879827,
MegaDrive,Genesis,Street Fighter II': Special Champion Edition,Fighting,,False,MegaDrive,MegaDrive,Street Fighter II' - Special Champion Edition (USA).md,,_Waian's Picks/_Top Games by Category/_Fighting/Street Fighter II' Special Champion Edition (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Street Fighter II' Special Champion Edition.mgl,_Waian's Picks/_All Games by Console/_Genesis/Street Fighter II' Special Champion Edition.mgl,a5aad1d108046d9388e33247610dafb4c6516e0b,
MegaDrive,Genesis,Strider,2D Action Scroller,,False,MegaDrive,MegaDrive,"Strider (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Strider (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Strider.mgl,_Waian's Picks/_All Games by Console/_Genesis/Strider.mgl,26fe42d13a01c8789bbad722ebac05b8a829eb37,
MegaDrive,Genesis,The Revenge of Shinobi,2D Action Scroller,,False,MegaDrive,MegaDrive,"Revenge of Shinobi, The (USA, Europe) (Rev B).md",,_Waian's Picks/_Top Games by Category/_2D Action Scroller/The Revenge of Shinobi (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/The Revenge of Shinobi.mgl,_Waian's Picks/_All Games by Console/_Genesis/The Revenge of Shinobi.mgl,7ed6f142884a08bb3c07a2e6e35405440343502f,
MegaDrive,Genesis,Thunder Force III,Arcade Shooters,,False,MegaDrive,MegaDrive,"Thunder Force III (Japan, USA).md",,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Thunder Force III (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Thunder Force III.mgl,_Waian's Picks/_All Games by Console/_Genesis/Thunder Force III.mgl,9eadee76eb0509d5a0f16372fc9eac7a883e5f2d,
MegaDrive,Genesis,Thunder Force IV,Arcade Shooters,,False,MegaDrive,MegaDrive,Thunder Force IV (Europe).md,,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Thunder Force IV (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Thunder Force IV.mgl,_Waian's Picks/_All Games by Console/_Genesis/Thunder Force IV.mgl,ecbc2bfc4f3d8bbd46b398274ed2f5cc3db68454,
MegaDrive,Genesis,Truxton,Arcade Shooters,,False,MegaDrive,MegaDrive,Tatsujin ~ Truxton (World).md,,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Truxton (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Truxton.mgl,_Waian's Picks/_All Games by Console/_Genesis/Truxton.mgl,90039844478e7cb99951fdff1979c3bda04d080a,
MegaDrive,Genesis,Vectorman,Pick-up-N-Play,,False,MegaDrive,MegaDrive,"Vectorman (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Vectorman (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Vectorman.mgl,_Waian's Picks/_All Games by Console/_Genesis/Vectorman.mgl,57a64d08028b539dc236a693d383f2e1269a5dd4,
MegaDrive,Genesis,Might and Magic - Gates to Another World,Adventure RPG,,False,MegaDrive,MegaDrive,"Might and Magic - Gates to Another World (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Adventure RPG/Might and Magic - Gates to Another World (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Might and Magic - Gates to Another World.mgl,_Waian's Picks/_All Games by Console/_Genesis/Might and Magic - Gates to Another World.mgl,52e7ade244d48bc282db003d87c408e96dcb3d85,
SMS,Master System,Castle of Illusion Starring Mickey Mouse,,,,SMS,SMS,"Castle of Illusion Starring Mickey Mouse (USA, Europe, Brazil).sms",,,,,_Waian's Picks/_Top Games by Console/_Master System/Castle of Illusion Starring Mickey Mouse.mgl,_Waian's Picks/_All Games by Console/_Master System/Castle of Illusion Starring Mickey Mouse.mgl,06bbeb784f913b37f58c2581c66d4ecb099deace,
N64,N64,NBA Hangtime,,,,N64,N64,NBA Hangtime (USA).z64,,,,,_Waian's Picks/_Top Games by Console/_N64/NBA Hangtime.mgl,_Waian's Picks/_All Games by Console/_N64/NBA Hangtime.mgl,3c96741db636938f140e9592ad34e93ac25c7762,
MegaDrive,Genesis,ToeJam & Earl,Pick-up-N-Play,,True,MegaDrive,MegaDrive,Toe Jam & Earl (World) (v1.2).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/ToeJam & Earl (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/ToeJam & Earl.mgl,_Waian's Picks/_Top Games by Console/_Genesis/ToeJam & Earl.mgl,_Waian's Picks/_All Games by Console/_Genesis/ToeJam & Earl.mgl,85e8d0a4fac591b25b77c35680ac4175976f251b,
MegaDrive,Genesis,ToeJam & Earl: Panic on Funkotron,Pick-up-N-Play,,True,MegaDrive,MegaDrive,Toe Jam & Earl in Panic on Funkotron (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/ToeJam & Earl Panic on Funkotron (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/ToeJam & Earl Panic on Funkotron.mgl,_Waian's Picks/_Top Games by Console/_Genesis/ToeJam & Earl Panic on Funkotron.mgl,_Waian's Picks/_All Games by Console/_Genesis/ToeJam & Earl Panic on Funkotron.mgl,0ea0da09183eb01d030515beeb40c1427c6e1f07,
MegaDrive,Genesis,Alien Storm,Brawlers,,True,MegaDrive,MegaDrive,Alien Storm (World).md,,_Waian's Picks/_Top Games by Category/_Brawlers/Alien Storm (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Alien Storm.mgl,_Waian's Picks/_Top Games by Console/_Genesis/Alien Storm.mgl,_Waian's Picks/_All Games by Console/_Genesis/Alien Storm.mgl,e4f8774c5f96db76a781c31476d06203ec16811a,
MegaDrive,Genesis,Columns,Puzzle,,True,MegaDrive,MegaDrive,"Columns (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Puzzle/Columns (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Columns.mgl,_Waian's Picks/_Top Games by Console/_Genesis/Columns.mgl,_Waian's Picks/_All Games by Console/_Genesis/Columns.mgl,17ae2595e4d3fb705c9f8f66d5938deca3f95c4e,
